Time,Amplitude,Frequency
1004455000,22.65023407,72.26502341
1004462500,22.59367921,72.25936792
1004470000,22.53726555,72.25372656
1004477500,22.48099276,72.24809928
1004485000,22.42486047,72.24248605
1004492500,22.36886834,72.23688683
1004500000,22.31301601,72.2313016
1004507500,22.25730314,72.22573031
1004515000,22.20172938,72.22017294
1004522500,22.14629438,72.21462944
1004530000,22.0909978,72.20909978
1004537500,22.03583928,72.20358393
1004545000,21.98081848,72.19808185
1004552500,21.92593507,72.19259351
1004560000,21.8711887,72.18711887
1004567500,21.81657901,72.1816579
1004575000,21.76210569,72.17621057
1004582500,21.70776837,72.17077684
1004590000,21.65356673,72.16535667
1004597500,21.59950043,72.15995004
1004605000,21.54556912,72.15455691
1004612500,21.49177247,72.14917725
1004620000,21.43811014,72.14381101
1004627500,21.38458181,72.13845818
1004635000,21.33118712,72.13311871
1004642500,21.27792576,72.12779258
1004650000,21.22479738,72.12247974
1004657500,21.17180166,72.11718017
1004665000,21.11893826,72.11189383
1004672500,21.06620686,72.10662069
1004680000,21.01360712,72.10136071
1004687500,20.96113872,72.09611387
1004695000,20.90880132,72.09088013
1004702500,20.8565946,72.08565946
1004710000,20.80451824,72.08045182
1004717500,20.7525719,72.07525719
1004725000,20.70075527,72.07007553
1004732500,20.64906802,72.0649068
1004740000,20.59750982,72.05975098
1004747500,20.54608036,72.05460804
1004755000,20.49477931,72.04947793
1004762500,20.44360636,72.04436064
1004770000,20.39256117,72.03925612
1004777500,20.34164344,72.03416434
1004785000,20.29085285,72.02908529
1004792500,20.24018907,72.02401891
1004800000,20.1896518,72.01896518
1004807500,20.13924071,72.01392407
1004815000,20.08895549,72.00889555
1004822500,20.03879583,72.00387958
1004830000,19.98876141,71.99887614
1004837500,19.93885192,71.99388519
1004845000,19.88906704,71.9889067
1004852500,19.83940648,71.98394065
1004860000,19.78986991,71.97898699
1004867500,19.74045703,71.9740457
1004875000,19.69116752,71.96911675
1004882500,19.64200109,71.96420011
1004890000,19.59295741,71.95929574
1004897500,19.5440362,71.95440362
1004905000,19.49523713,71.94952371
1004912500,19.44655991,71.94465599
1004920000,19.39800423,71.93980042
1004927500,19.34956979,71.93495698
1004935000,19.30125628,71.93012563
1004942500,19.2530634,71.92530634
1004950000,19.20499086,71.92049909
1004957500,19.15703835,71.91570384
1004965000,19.10920557,71.91092056
1004972500,19.06149222,71.90614922
1004980000,19.01389801,71.9013898
1004987500,18.96642263,71.89664226
1004995000,18.9190658,71.89190658
1005002500,18.87182721,71.88718272
1005010000,18.82470656,71.88247066
1005017500,18.77770358,71.87777036
1005025000,18.73081795,71.87308179
1005032500,18.68404939,71.86840494
1005040000,18.6373976,71.86373976
1005047500,18.5908623,71.85908623
1005055000,18.5444432,71.85444432
1005062500,18.49813999,71.849814
1005070000,18.4519524,71.84519524
1005077500,18.40588013,71.84058801
1005085000,18.3599229,71.83599229
1005092500,18.31408042,71.83140804
1005100000,18.26835241,71.82683524
1005107500,18.22273857,71.82227386
1005115000,18.17723862,71.81772386
1005122500,18.13185228,71.81318523
1005130000,18.08657926,71.80865793
1005137500,18.04141929,71.80414193
1005145000,17.99637207,71.79963721
1005152500,17.95143733,71.79514373
1005160000,17.90661479,71.79066148
1005167500,17.86190417,71.78619042
1005175000,17.81730518,71.78173052
1005182500,17.77281755,71.77728175
1005190000,17.728441,71.7728441
1005197500,17.68417525,71.76841752
1005205000,17.64002003,71.764002
1005212500,17.59597506,71.75959751
1005220000,17.55204006,71.75520401
1005227500,17.50821477,71.75082148
1005235000,17.4644989,71.74644989
1005242500,17.42089218,71.74208922
1005250000,17.37739435,71.73773943
1005257500,17.33400512,71.73340051
1005265000,17.29072423,71.72907242
1005272500,17.24755141,71.72475514
1005280000,17.20448638,71.72044864
1005287500,17.16152889,71.71615289
1005295000,17.11867865,71.71186786
1005302500,17.0759354,71.70759354
1005310000,17.03329888,71.70332989
1005317500,16.99076882,71.69907688
1005325000,16.94834495,71.69483449
1005332500,16.90602701,71.6906027
1005340000,16.86381473,71.68638147
1005347500,16.82170785,71.68217078
1005355000,16.7797061,71.67797061
1005362500,16.73780923,71.67378092
1005370000,16.69601697,71.6696017
1005377500,16.65432906,71.66543291
1005385000,16.61274523,71.66127452
1005392500,16.57126524,71.65712652
1005400000,16.52988882,71.65298888
1005407500,16.48861571,71.64886157
1005415000,16.44744566,71.64474457
1005422500,16.4063784,71.64063784
1005430000,16.36541368,71.63654137
1005437500,16.32455125,71.63245512
1005445000,16.28379084,71.62837908
1005452500,16.24313221,71.62431322
1005460000,16.20257509,71.62025751
1005467500,16.16211925,71.61621192
1005475000,16.12176441,71.61217644
1005482500,16.08151034,71.60815103
1005490000,16.04135678,71.60413568
1005497500,16.00130347,71.60013035
1005505000,15.96135018,71.59613502
1005512500,15.92149664,71.59214966
1005520000,15.88174261,71.58817426
1005527500,15.84208784,71.58420878
1005535000,15.80253209,71.58025321
1005542500,15.7630751,71.57630751
1005550000,15.72371663,71.57237166
1005557500,15.68445644,71.56844564
